instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_hourly,hr
15577,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.2537,5.0,47,52.0,1,5.0
15578,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1642,4.0,168,172.0,1,6.0
15579,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.0896,20.0,499,525.0,1,7.0
15580,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.62,0.0,35.0,499,642.5,1,8.0
15581,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.55,0.2537,32.0,323,355.0,1,9.0
15582,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65.0,157,222.0,1,10.0
15583,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.45,0.4179,56.0,172,228.0,1,11.0
15584,2012-10-16,4,1,10,0,2,1,2,0.52,0.5,0.45,0.3284,69.0,256,325.0,1,12.0
15585,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.45,0.2836,68.0,260,328.0,1,13.0
15586,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2537,94.0,214,308.0,1,14.0
15587,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.41,0.3284,76.0,270,346.0,1,15.0
15588,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2836,79.0,367,446.0,1,16.0
15589,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.39,0.194,104.0,499,642.5,1,17.0
15590,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.42,0.1642,71.0,499,642.5,1,18.0
15591,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.48,0.0,40.0,491,531.0,1,19.0
15592,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.55,0.0,35.0,397,432.0,1,20.0
15593,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.63,0.0,19.0,176,195.0,1,21.0
15594,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0.0896,18.0,163,181.0,1,22.0
15595,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0.0,23.0,176,199.0,1,23.0
15596,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,1.0,48,49.0,1,0.0
15597,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,3.0,14,17.0,1,1.0
15598,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,4.0,12,16.0,1,2.0
15599,2012-10-17,4,1,10,0,3,1,1,0.36,0.3788,0.87,0.0,0.0,7,7.0,1,3.0
15600,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.0896,0.0,4,4.0,1,4.0
15601,2012-10-17,4,1,10,0,3,1,2,0.36,0.3788,0.81,0.0,2.0,39,41.0,1,5.0
15602,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.82,0.0,7.0,171,178.0,1,6.0
15603,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.1045,15.0,449,464.0,1,7.0
15604,2012-10-17,4,1,10,0,3,1,2,0.4,0.4091,0.76,0.0,38.0,499,642.5,1,8.0
15605,2012-10-17,4,1,10,0,3,1,2,0.42,0.4242,0.77,0.0,38.0,344,382.0,1,9.0
15606,2012-10-17,4,1,10,0,3,1,2,0.46,0.4545,0.67,0.0,60.0,168,228.0,1,10.0
15607,2012-10-17,4,1,10,0,3,1,2,0.5,0.4848,0.51,0.0896,78.0,156,234.0,1,11.0
15608,2012-10-17,4,1,10,0,3,1,2,0.52,0.5,0.48,0.1642,71.0,261,332.0,1,12.0
15609,2012-10-17,4,1,10,0,3,1,2,0.54,0.5152,0.49,0.1343,73.0,237,310.0,1,13.0
15610,2012-10-17,4,1,10,0,3,1,2,0.56,0.5303,0.43,0.1642,82.0,188,270.0,1,14.0
15611,2012-10-17,4,1,10,0,3,1,2,0.58,0.5455,0.43,0.2239,62.0,239,301.0,1,15.0
15612,2012-10-17,4,1,10,0,3,1,1,0.56,0.5303,0.52,0.194,70.0,396,466.0,1,16.0
15613,2012-10-17,4,1,10,0,3,1,1,0.54,0.5152,0.56,0.1045,114.0,499,642.5,1,17.0
15614,2012-10-17,4,1,10,0,3,1,1,0.52,0.5,0.59,0.1642,90.0,499,642.5,1,18.0
15615,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.194,49.0,467,516.0,1,19.0
15616,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.1343,54.0,360,414.0,1,20.0
15617,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.82,0.194,28.0,301,329.0,1,21.0
15618,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.88,0.2537,17.0,198,215.0,1,22.0
15619,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.88,0.2239,15.0,84,99.0,1,23.0
15620,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.88,0.194,4.0,53,57.0,1,0.0
15621,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.2239,0.0,14,14.0,1,1.0
15622,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.194,1.0,13,14.0,1,2.0
15623,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2239,0.0,5,5.0,1,3.0
15624,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2239,0.0,5,5.0,1,4.0
15625,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.82,0.2239,1.0,41,42.0,1,5.0
15626,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2985,3.0,150,153.0,1,6.0
15627,2012-10-18,4,1,10,0,4,1,1,0.44,0.4394,0.88,0.2537,20.0,488,508.0,1,7.0
15628,2012-10-18,4,1,10,0,4,1,1,0.46,0.4545,0.82,0.2537,31.0,499,642.5,1,8.0
15629,2012-10-18,4,1,10,0,4,1,2,0.5,0.4848,0.77,0.1642,41.0,346,387.0,1,9.0
15630,2012-10-18,4,1,10,0,4,1,2,0.52,0.5,0.68,0.2239,60.0,158,218.0,1,10.0
15631,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.56,0.2239,79.0,189,268.0,1,11.0
15632,2012-10-18,4,1,10,0,4,1,2,0.6,0.6212,0.53,0.2537,93.0,284,377.0,1,12.0
15633,2012-10-18,4,1,10,0,4,1,1,0.62,0.6212,0.53,0.3582,96.0,236,332.0,1,13.0
15634,2012-10-18,4,1,10,0,4,1,2,0.62,0.6212,0.5,0.2985,94.0,191,285.0,1,14.0
15635,2012-10-18,4,1,10,0,4,1,2,0.6,0.6061,0.6,0.194,69.0,284,353.0,1,15.0
15636,2012-10-18,4,1,10,0,4,1,1,0.6,0.6212,0.56,0.2836,94.0,356,450.0,1,16.0
15637,2012-10-18,4,1,10,0,4,1,2,0.58,0.5455,0.64,0.3284,102.0,499,642.5,1,17.0
15638,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.64,0.3284,68.0,499,642.5,1,18.0
15639,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.68,0.2985,42.0,471,513.0,1,19.0
15640,2012-10-18,4,1,10,0,4,1,2,0.56,0.5303,0.68,0.2537,39.0,348,387.0,1,20.0
15641,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.77,0.194,38.0,245,283.0,1,21.0
15642,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.194,27.0,202,229.0,1,22.0
15643,2012-10-18,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.0,6.0,111,117.0,1,23.0
15644,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0.1045,5.0,51,56.0,1,0.0
15645,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.88,0.0,4.0,12,16.0,1,1.0
15646,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.88,0.0,1.0,9,10.0,1,2.0
15647,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0.0,0.0,5,5.0,1,3.0
15648,2012-10-19,4,1,10,0,5,1,2,0.56,0.5303,0.83,0.0,1.0,5,6.0,1,4.0
15649,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.88,0.0,1.0,35,36.0,1,5.0
15650,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.94,0.1642,5.0,126,131.0,1,6.0
15651,2012-10-19,4,1,10,0,5,1,3,0.54,0.5152,0.94,0.0,5.0,149,154.0,1,7.0
15652,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.94,0.1045,20.0,447,467.0,1,8.0
15653,2012-10-19,4,1,10,0,5,1,2,0.54,0.5152,0.94,0.1045,26.0,363,389.0,1,9.0
15654,2012-10-19,4,1,10,0,5,1,2,0.58,0.5455,0.88,0.194,26.0,198,224.0,1,10.0
15655,2012-10-19,4,1,10,0,5,1,1,0.6,0.5606,0.83,0.194,41.0,211,252.0,1,11.0
15656,2012-10-19,4,1,10,0,5,1,1,0.64,0.6061,0.69,0.2239,74.0,258,332.0,1,12.0
15657,2012-10-19,4,1,10,0,5,1,1,0.62,0.5909,0.73,0.2239,87.0,288,375.0,1,13.0
15658,2012-10-19,4,1,10,0,5,1,1,0.66,0.6212,0.61,0.2537,88.0,277,365.0,1,14.0
15659,2012-10-19,4,1,10,0,5,1,1,0.64,0.6061,0.65,0.2985,93.0,302,395.0,1,15.0
15660,2012-10-19,4,1,10,0,5,1,3,0.62,0.6061,0.69,0.3582,114.0,434,565.0,1,16.0
15661,2012-10-19,4,1,10,0,5,1,3,0.62,0.6061,0.69,0.3582,48.0,377,425.0,1,17.0
15662,2012-10-19,4,1,10,0,5,1,1,0.56,0.5303,0.83,0.1045,21.0,212,233.0,1,18.0
15663,2012-10-19,4,1,10,0,5,1,1,0.54,0.5152,0.88,0.1642,19.0,213,232.0,1,19.0
15664,2012-10-19,4,1,10,0,5,1,1,0.52,0.5,0.77,0.194,13.0,216,229.0,1,20.0
15665,2012-10-19,4,1,10,0,5,1,1,0.5,0.4848,0.77,0.0,17.0,189,206.0,1,21.0
15666,2012-10-19,4,1,10,0,5,1,1,0.5,0.4848,0.77,0.0896,14.0,176,190.0,1,22.0
15667,2012-10-19,4,1,10,0,5,1,1,0.46,0.4545,0.88,0.1045,13.0,118,131.0,1,23.0
15668,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.82,0.1343,13.0,110,123.0,1,0.0
15669,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.72,0.1343,2.0,93,95.0,1,1.0
15670,2012-10-20,4,1,10,0,6,0,1,0.44,0.4394,0.77,0.1045,9.0,69,78.0,1,2.0
15671,2012-10-20,4,1,10,0,6,0,1,0.42,0.4242,0.77,0.1343,2.0,27,29.0,1,3.0
15672,2012-10-20,4,1,10,0,6,0,1,0.44,0.4394,0.72,0.0,9.0,9,18.0,1,4.0
15673,2012-10-20,4,1,10,0,6,0,1,0.4,0.4091,0.82,0.0,6.0,7,13.0,1,5.0
15674,2012-10-20,4,1,10,0,6,0,1,0.42,0.4242,0.71,0.0,5.0,26,31.0,1,6.0
15675,2012-10-20,4,1,10,0,6,0,1,0.4,0.4091,0.82,0.0,6.0,59,65.0,1,7.0
15676,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.67,0.1343,29.0,164,193.0,1,8.0
15677,2012-10-20,4,1,10,0,6,0,1,0.5,0.4848,0.59,0.1343,106.0,257,363.0,1,9.0
15678,2012-10-20,4,1,10,0,6,0,1,0.52,0.5,0.52,0.1343,111.0,312,423.0,1,10.0
15679,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.52,0.2239,114.0,408,612.0,1,11.0
15680,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.46,0.1045,114.0,436,642.5,1,12.0
15681,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.43,0.1642,114.0,441,642.5,1,13.0
15682,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.4,0.0,114.0,376,642.5,1,14.0
15683,2012-10-20,4,1,10,0,6,0,1,0.56,0.5303,0.43,0.0,114.0,403,642.5,1,15.0
15684,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.42,0.2836,114.0,366,642.5,1,16.0
15685,2012-10-20,4,1,10,0,6,0,1,0.54,0.5152,0.37,0.2239,114.0,384,642.5,1,17.0
15686,2012-10-20,4,1,10,0,6,0,1,0.52,0.5,0.39,0.2239,114.0,356,521.0,1,18.0
15687,2012-10-20,4,1,10,0,6,0,1,0.5,0.4848,0.45,0.1343,77.0,268,345.0,1,19.0
15688,2012-10-20,4,1,10,0,6,0,1,0.5,0.4848,0.39,0.2239,61.0,198,259.0,1,20.0
15689,2012-10-20,4,1,10,0,6,0,1,0.46,0.4545,0.47,0.2239,72.0,224,296.0,1,21.0
15690,2012-10-20,4,1,10,0,6,0,1,0.44,0.4394,0.51,0.1045,47.0,155,202.0,1,22.0
15691,2012-10-20,4,1,10,0,6,0,1,0.42,0.4242,0.58,0.0,27.0,136,163.0,1,23.0
15692,2012-10-21,4,1,10,0,0,0,1,0.44,0.4394,0.54,0.1642,35.0,119,154.0,1,0.0
15693,2012-10-21,4,1,10,0,0,0,1,0.42,0.4242,0.58,0.2239,20.0,97,117.0,1,1.0
15694,2012-10-21,4,1,10,0,0,0,1,0.4,0.4091,0.62,0.1642,44.0,88,132.0,1,2.0
15695,2012-10-21,4,1,10,0,0,0,1,0.38,0.3939,0.66,0.0896,12.0,29,41.0,1,3.0
15696,2012-10-21,4,1,10,0,0,0,1,0.36,0.3485,0.71,0.1642,8.0,13,21.0,1,4.0
15697,2012-10-21,4,1,10,0,0,0,1,0.38,0.3939,0.66,0.0896,6.0,4,10.0,1,5.0
15698,2012-10-21,4,1,10,0,0,0,1,0.4,0.4091,0.62,0.0,8.0,18,26.0,1,6.0
15699,2012-10-21,4,1,10,0,0,0,1,0.4,0.4091,0.62,0.0,13.0,43,56.0,1,7.0
15700,2012-10-21,4,1,10,0,0,0,1,0.42,0.4242,0.67,0.0,39.0,104,143.0,1,8.0
15701,2012-10-21,4,1,10,0,0,0,1,0.46,0.4545,0.55,0.1642,77.0,192,269.0,1,9.0
15702,2012-10-21,4,1,10,0,0,0,1,0.5,0.4848,0.48,0.2985,114.0,276,443.0,1,10.0
15703,2012-10-21,4,1,10,0,0,0,1,0.52,0.5,0.44,0.3284,114.0,356,547.0,1,11.0
15704,2012-10-21,4,1,10,0,0,0,1,0.54,0.5152,0.39,0.3284,114.0,439,642.5,1,12.0
15705,2012-10-21,4,1,10,0,0,0,1,0.56,0.5303,0.37,0.2537,114.0,383,626.0,1,13.0
15706,2012-10-21,4,1,10,0,0,0,1,0.56,0.5303,0.35,0.194,114.0,405,640.0,1,14.0
15707,2012-10-21,4,1,10,0,0,0,1,0.56,0.5303,0.35,0.3284,114.0,383,623.0,1,15.0
15708,2012-10-21,4,1,10,0,0,0,1,0.54,0.5152,0.37,0.2239,114.0,409,591.0,1,16.0
15709,2012-10-21,4,1,10,0,0,0,1,0.52,0.5,0.39,0.2537,114.0,338,491.0,1,17.0
15710,2012-10-21,4,1,10,0,0,0,1,0.52,0.5,0.39,0.194,71.0,342,413.0,1,18.0
15711,2012-10-21,4,1,10,0,0,0,1,0.5,0.4848,0.42,0.1642,50.0,216,266.0,1,19.0
15712,2012-10-21,4,1,10,0,0,0,1,0.48,0.4697,0.44,0.194,35.0,160,195.0,1,20.0
15713,2012-10-21,4,1,10,0,0,0,1,0.42,0.4242,0.54,0.1642,42.0,124,166.0,1,21.0
15714,2012-10-21,4,1,10,0,0,0,1,0.42,0.4242,0.54,0.0,18.0,95,113.0,1,22.0
15715,2012-10-21,4,1,10,0,0,0,1,0.44,0.4394,0.54,0.0,7.0,59,66.0,1,23.0
15716,2012-10-22,4,1,10,0,1,1,1,0.4,0.4091,0.62,0.0,3.0,28,31.0,1,0.0
15717,2012-10-22,4,1,10,0,1,1,1,0.4,0.4091,0.71,0.0,0.0,11,11.0,1,1.0
15718,2012-10-22,4,1,10,0,1,1,1,0.38,0.3939,0.71,0.0,1.0,4,5.0,1,2.0
15719,2012-10-22,4,1,10,0,1,1,1,0.4,0.4091,0.62,0.0,1.0,5,6.0,1,3.0
15720,2012-10-22,4,1,10,0,1,1,1,0.38,0.3939,0.66,0.0,1.0,6,7.0,1,4.0
15721,2012-10-22,4,1,10,0,1,1,1,0.38,0.3939,0.76,0.0896,2.0,44,46.0,1,5.0
15722,2012-10-22,4,1,10,0,1,1,1,0.36,0.3636,0.76,0.0896,4.0,140,144.0,1,6.0
15723,2012-10-22,4,1,10,0,1,1,1,0.38,0.3939,0.66,0.0896,15.0,437,452.0,1,7.0
15724,2012-10-22,4,1,10,0,1,1,1,0.44,0.4394,0.67,0.0,32.0,499,642.5,1,8.0
15725,2012-10-22,4,1,10,0,1,1,1,0.46,0.4545,0.63,0.0896,25.0,335,360.0,1,9.0
15726,2012-10-22,4,1,10,0,1,1,1,0.5,0.4848,0.55,0.0,51.0,161,212.0,1,10.0
15727,2012-10-22,4,1,10,0,1,1,1,0.56,0.5303,0.37,0.1642,63.0,148,211.0,1,11.0
15728,2012-10-22,4,1,10,0,1,1,1,0.58,0.5455,0.35,0.0,52.0,231,283.0,1,12.0
15729,2012-10-22,4,1,10,0,1,1,1,0.62,0.6212,0.29,0.1642,88.0,227,315.0,1,13.0
15730,2012-10-22,4,1,10,0,1,1,1,0.62,0.6061,0.27,0.194,73.0,209,282.0,1,14.0
15731,2012-10-22,4,1,10,0,1,1,1,0.64,0.6212,0.29,0.1642,74.0,222,296.0,1,15.0
15732,2012-10-22,4,1,10,0,1,1,1,0.62,0.6212,0.33,0.1642,80.0,444,524.0,1,16.0
15733,2012-10-22,4,1,10,0,1,1,1,0.62,0.6212,0.33,0.1045,84.0,499,642.5,1,17.0
15734,2012-10-22,4,1,10,0,1,1,1,0.54,0.5152,0.64,0.1045,60.0,499,642.5,1,18.0
15735,2012-10-22,4,1,10,0,1,1,1,0.52,0.5,0.52,0.1045,36.0,478,514.0,1,19.0
15736,2012-10-22,4,1,10,0,1,1,1,0.5,0.4848,0.59,0.1045,21.0,382,403.0,1,20.0
15737,2012-10-22,4,1,10,0,1,1,1,0.48,0.4697,0.67,0.0896,19.0,155,174.0,1,21.0
15738,2012-10-22,4,1,10,0,1,1,1,0.46,0.4545,0.82,0.1343,25.0,158,183.0,1,22.0
15739,2012-10-22,4,1,10,0,1,1,1,0.46,0.4545,0.82,0.1045,20.0,143,163.0,1,23.0
15740,2012-10-23,4,1,10,0,2,1,1,0.46,0.4545,0.88,0.1642,5.0,32,37.0,1,0.0
15741,2012-10-23,4,1,10,0,2,1,1,0.46,0.4545,0.77,0.1642,1.0,16,17.0,1,1.0
15742,2012-10-23,4,1,10,0,2,1,1,0.44,0.4394,0.88,0.1343,1.0,6,7.0,1,2.0
15743,2012-10-23,4,1,10,0,2,1,1,0.44,0.4394,0.77,0.1343,0.0,1,1.0,1,3.0
15744,2012-10-23,4,1,10,0,2,1,1,0.42,0.4242,0.77,0.1045,1.0,6,7.0,1,4.0
15745,2012-10-23,4,1,10,0,2,1,1,0.44,0.4394,0.77,0.0896,1.0,49,50.0,1,5.0
15746,2012-10-23,4,1,10,0,2,1,1,0.4,0.4091,0.82,0.0896,6.0,152,158.0,1,6.0
15747,2012-10-23,4,1,10,0,2,1,2,0.44,0.4394,0.77,0.1045,12.0,499,531.0,1,7.0
15748,2012-10-23,4,1,10,0,2,1,2,0.46,0.4545,0.72,0.0896,28.0,499,642.5,1,8.0
15749,2012-10-23,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1045,29.0,305,334.0,1,9.0
15750,2012-10-23,4,1,10,0,2,1,1,0.54,0.5152,0.6,0.0,50.0,171,221.0,1,10.0
15751,2012-10-23,4,1,10,0,2,1,1,0.6,0.6212,0.53,0.0,52.0,201,253.0,1,11.0
15752,2012-10-23,4,1,10,0,2,1,2,0.62,0.6212,0.46,0.0896,80.0,298,378.0,1,12.0
15753,2012-10-23,4,1,10,0,2,1,2,0.64,0.6212,0.44,0.0,59.0,244,303.0,1,13.0
15754,2012-10-23,4,1,10,0,2,1,1,0.68,0.6364,0.41,0.1642,67.0,229,296.0,1,14.0
15755,2012-10-23,4,1,10,0,2,1,1,0.68,0.6364,0.41,0.2239,76.0,270,346.0,1,15.0
15756,2012-10-23,4,1,10,0,2,1,1,0.68,0.6364,0.44,0.0896,108.0,433,541.0,1,16.0
15757,2012-10-23,4,1,10,0,2,1,1,0.68,0.6364,0.41,0.0,67.0,499,642.5,1,17.0
15758,2012-10-23,4,1,10,0,2,1,1,0.62,0.6212,0.53,0.0896,64.0,499,642.5,1,18.0
15759,2012-10-23,4,1,10,0,2,1,1,0.62,0.6212,0.57,0.0896,25.0,457,482.0,1,19.0
15760,2012-10-23,4,1,10,0,2,1,1,0.58,0.5455,0.64,0.1343,45.0,334,379.0,1,20.0
15761,2012-10-23,4,1,10,0,2,1,1,0.56,0.5303,0.68,0.0,35.0,260,295.0,1,21.0
15762,2012-10-23,4,1,10,0,2,1,1,0.56,0.5303,0.68,0.1045,20.0,174,194.0,1,22.0
15763,2012-10-23,4,1,10,0,2,1,1,0.54,0.5152,0.73,0.1045,9.0,102,111.0,1,23.0
15764,2012-10-24,4,1,10,0,3,1,1,0.54,0.5152,0.73,0.0896,7.0,39,46.0,1,0.0
15765,2012-10-24,4,1,10,0,3,1,1,0.54,0.5152,0.68,0.0,4.0,23,27.0,1,1.0
15766,2012-10-24,4,1,10,0,3,1,1,0.54,0.5152,0.68,0.0,0.0,6,6.0,1,2.0
15767,2012-10-24,4,1,10,0,3,1,1,0.5,0.4848,0.77,0.0896,0.0,4,4.0,1,3.0
15768,2012-10-24,4,1,10,0,3,1,1,0.5,0.4848,0.77,0.0896,1.0,5,6.0,1,4.0
15769,2012-10-24,4,1,10,0,3,1,1,0.5,0.4848,0.82,0.0,1.0,52,53.0,1,5.0
15770,2012-10-24,4,1,10,0,3,1,1,0.48,0.4697,0.82,0.1045,11.0,162,173.0,1,6.0
15771,2012-10-24,4,1,10,0,3,1,1,0.5,0.4848,0.88,0.0896,20.0,499,526.0,1,7.0
15772,2012-10-24,4,1,10,0,3,1,2,0.52,0.5,0.83,0.1045,24.0,499,642.5,1,8.0
15773,2012-10-24,4,1,10,0,3,1,2,0.52,0.5,0.77,0.0896,24.0,349,373.0,1,9.0
15774,2012-10-24,4,1,10,0,3,1,2,0.54,0.5152,0.73,0.0,29.0,142,171.0,1,10.0
15775,2012-10-24,4,1,10,0,3,1,1,0.58,0.5455,0.64,0.0,47.0,189,236.0,1,11.0
15776,2012-10-24,4,1,10,0,3,1,1,0.62,0.6061,0.61,0.0896,48.0,268,316.0,1,12.0
15777,2012-10-24,4,1,10,0,3,1,1,0.66,0.6212,0.54,0.0,65.0,241,306.0,1,13.0
15778,2012-10-24,4,1,10,0,3,1,1,0.74,0.6515,0.3,0.2537,64.0,237,301.0,1,14.0
15779,2012-10-24,4,1,10,0,3,1,1,0.7,0.6364,0.39,0.1045,63.0,245,308.0,1,15.0
15780,2012-10-24,4,1,10,0,3,1,1,0.74,0.6515,0.33,0.1343,67.0,465,532.0,1,16.0
15781,2012-10-24,4,1,10,0,3,1,1,0.66,0.6212,0.47,0.0,87.0,499,642.5,1,17.0
15782,2012-10-24,4,1,10,0,3,1,1,0.66,0.6212,0.44,0.0,63.0,499,642.5,1,18.0
15783,2012-10-24,4,1,10,0,3,1,2,0.64,0.6212,0.53,0.0896,50.0,499,572.0,1,19.0
15784,2012-10-24,4,1,10,0,3,1,2,0.62,0.6061,0.61,0.0896,45.0,396,441.0,1,20.0
15785,2012-10-24,4,1,10,0,3,1,2,0.62,0.6061,0.61,0.1045,33.0,280,313.0,1,21.0
15786,2012-10-24,4,1,10,0,3,1,2,0.6,0.6061,0.64,0.1343,30.0,208,238.0,1,22.0
15787,2012-10-24,4,1,10,0,3,1,2,0.58,0.5455,0.68,0.0896,12.0,111,123.0,1,23.0
15788,2012-10-25,4,1,10,0,4,1,2,0.6,0.6061,0.64,0.1045,19.0,57,76.0,1,0.0
15789,2012-10-25,4,1,10,0,4,1,1,0.58,0.5455,0.68,0.0,6.0,22,28.0,1,1.0
15790,2012-10-25,4,1,10,0,4,1,1,0.54,0.5152,0.77,0.0,3.0,15,18.0,1,2.0
15791,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.1343,0.0,8,8.0,1,3.0
15792,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.1045,1.0,4,5.0,1,4.0
15793,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.1642,2.0,53,55.0,1,5.0
15794,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.194,3.0,168,171.0,1,6.0
15795,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.194,18.0,477,495.0,1,7.0
15796,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.83,0.1642,33.0,499,642.5,1,8.0
15797,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.83,0.194,23.0,320,343.0,1,9.0
15798,2012-10-25,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.1343,53.0,172,225.0,1,10.0
15799,2012-10-25,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.1045,57.0,181,238.0,1,11.0
15800,2012-10-25,4,1,10,0,4,1,2,0.56,0.5303,0.78,0.1045,61.0,258,319.0,1,12.0
15801,2012-10-25,4,1,10,0,4,1,2,0.56,0.5303,0.78,0.0,49.0,264,313.0,1,13.0
15802,2012-10-25,4,1,10,0,4,1,1,0.6,0.5909,0.73,0.1343,71.0,214,285.0,1,14.0
15803,2012-10-25,4,1,10,0,4,1,1,0.62,0.6061,0.65,0.1343,63.0,242,305.0,1,15.0
15804,2012-10-25,4,1,10,0,4,1,1,0.6,0.5909,0.69,0.1642,92.0,407,499.0,1,16.0
15805,2012-10-25,4,1,10,0,4,1,1,0.6,0.5909,0.69,0.1642,112.0,499,642.5,1,17.0
15806,2012-10-25,4,1,10,0,4,1,1,0.56,0.5303,0.83,0.1045,77.0,499,642.5,1,18.0
15807,2012-10-25,4,1,10,0,4,1,1,0.54,0.5152,0.83,0.194,45.0,497,542.0,1,19.0
15808,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.1343,28.0,319,347.0,1,20.0
15809,2012-10-25,4,1,10,0,4,1,2,0.52,0.5,0.88,0.1343,24.0,247,271.0,1,21.0
15810,2012-10-25,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.0896,22.0,185,207.0,1,22.0
15811,2012-10-25,4,1,10,0,4,1,2,0.54,0.5152,0.83,0.1343,13.0,122,135.0,1,23.0
15812,2012-10-26,4,1,10,0,5,1,2,0.54,0.5152,0.77,0.0,6.0,65,71.0,1,0.0
15813,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.0896,4.0,32,36.0,1,1.0
15814,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.1045,4.0,15,19.0,1,2.0
15815,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.1642,5.0,8,13.0,1,3.0
15816,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.1642,1.0,4,5.0,1,4.0
15817,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.1045,3.0,47,50.0,1,5.0
15818,2012-10-26,4,1,10,0,5,1,2,0.52,0.5,0.88,0.0896,2.0,142,144.0,1,6.0
