instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month_name,day_name,season_name,weather_condition,is_workingday,is_holiday,time_category,wekday_name
16571,2012-11-28,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4.0,2012,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
16572,2012-11-28,4,1,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39.0,2012,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Night Time,Wednesday
16573,2012-11-28,4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136.0,2012,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Wednesday
16574,2012-11-28,4,1,11,7,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409.0,2012,November,Wednesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Wednesday
16575,2012-11-28,4,1,11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,9,499,642.5,2012,November,Wednesday,Fall,Clear,Yes,No,Morning Peak,Wednesday
16576,2012-11-28,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322.0,2012,November,Wednesday,Fall,Clear,Yes,No,Morning Peak,Wednesday
16577,2012-11-28,4,1,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16578,2012-11-28,4,1,11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16579,2012-11-28,4,1,11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16580,2012-11-28,4,1,11,13,0,3,1,1,0.34,0.3333,0.42,0.194,21,193,214.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16581,2012-11-28,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16582,2012-11-28,4,1,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179.0,2012,November,Wednesday,Fall,Clear,Yes,No,Day Time,Wednesday
16583,2012-11-28,4,1,11,16,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,325.0,2012,November,Wednesday,Fall,Clear,Yes,No,Evening Peak,Wednesday
16584,2012-11-28,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,499,563.0,2012,November,Wednesday,Fall,Clear,Yes,No,Evening Peak,Wednesday
16585,2012-11-28,4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,12,499,542.0,2012,November,Wednesday,Fall,Clear,Yes,No,Evening Peak,Wednesday
16586,2012-11-28,4,1,11,19,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,387.0,2012,November,Wednesday,Fall,Clear,Yes,No,Evening Peak,Wednesday
16587,2012-11-28,4,1,11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,263.0,2012,November,Wednesday,Fall,Clear,Yes,No,Night Time,Wednesday
16588,2012-11-28,4,1,11,21,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,223.0,2012,November,Wednesday,Fall,Clear,Yes,No,Night Time,Wednesday
16589,2012-11-28,4,1,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154.0,2012,November,Wednesday,Fall,Clear,Yes,No,Night Time,Wednesday
16590,2012-11-28,4,1,11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,78.0,2012,November,Wednesday,Fall,Clear,Yes,No,Night Time,Wednesday
16591,2012-11-29,4,1,11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,29.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16592,2012-11-29,4,1,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,16.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16593,2012-11-29,4,1,11,2,0,4,1,1,0.22,0.2727,0.64,0.0,1,6,7.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16594,2012-11-29,4,1,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16595,2012-11-29,4,1,11,5,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,42.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16596,2012-11-29,4,1,11,6,0,4,1,1,0.22,0.2727,0.69,0.0,1,120,121.0,2012,November,Thursday,Fall,Clear,Yes,No,Morning Peak,Thursday
16597,2012-11-29,4,1,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,362.0,2012,November,Thursday,Fall,Clear,Yes,No,Morning Peak,Thursday
16598,2012-11-29,4,1,11,8,0,4,1,1,0.2,0.2273,0.69,0.1045,15,499,642.5,2012,November,Thursday,Fall,Clear,Yes,No,Morning Peak,Thursday
16599,2012-11-29,4,1,11,9,0,4,1,1,0.24,0.2879,0.6,0.0,13,286,299.0,2012,November,Thursday,Fall,Clear,Yes,No,Morning Peak,Thursday
16600,2012-11-29,4,1,11,10,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,178.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16601,2012-11-29,4,1,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16602,2012-11-29,4,1,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16603,2012-11-29,4,1,11,13,0,4,1,1,0.38,0.3939,0.32,0.1343,15,209,224.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16604,2012-11-29,4,1,11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16605,2012-11-29,4,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,220.0,2012,November,Thursday,Fall,Clear,Yes,No,Day Time,Thursday
16606,2012-11-29,4,1,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,370.0,2012,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
16607,2012-11-29,4,1,11,17,0,4,1,1,0.34,0.3333,0.39,0.194,17,499,561.0,2012,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
16608,2012-11-29,4,1,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,499,537.0,2012,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
16609,2012-11-29,4,1,11,19,0,4,1,1,0.3,0.2879,0.52,0.194,18,326,344.0,2012,November,Thursday,Fall,Clear,Yes,No,Evening Peak,Thursday
16610,2012-11-29,4,1,11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16611,2012-11-29,4,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16612,2012-11-29,4,1,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16613,2012-11-29,4,1,11,23,0,4,1,1,0.28,0.3182,0.61,0.0,6,124,130.0,2012,November,Thursday,Fall,Clear,Yes,No,Night Time,Thursday
16614,2012-11-30,4,1,11,0,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16615,2012-11-30,4,1,11,1,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16616,2012-11-30,4,1,11,2,0,5,1,1,0.24,0.2879,0.75,0.0,2,10,12.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16617,2012-11-30,4,1,11,3,0,5,1,1,0.24,0.2879,0.75,0.0,0,4,4.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16618,2012-11-30,4,1,11,4,0,5,1,1,0.22,0.2727,0.75,0.0,0,3,3.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16619,2012-11-30,4,1,11,5,0,5,1,1,0.2,0.2576,0.8,0.0,1,39,40.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16620,2012-11-30,4,1,11,6,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106.0,2012,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
16621,2012-11-30,4,1,11,7,0,5,1,1,0.22,0.2727,0.8,0.0,6,346,352.0,2012,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
16622,2012-11-30,4,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,20,499,642.5,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Friday
16623,2012-11-30,4,1,11,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330.0,2012,November,Friday,Fall,Clear,Yes,No,Morning Peak,Friday
16624,2012-11-30,4,1,11,10,0,5,1,2,0.3,0.3333,0.65,0.0,10,159,169.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16625,2012-11-30,4,1,11,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16626,2012-11-30,4,1,11,12,0,5,1,2,0.38,0.3939,0.46,0.0,25,243,268.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16627,2012-11-30,4,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16628,2012-11-30,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16629,2012-11-30,4,1,11,15,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Day Time,Friday
16630,2012-11-30,4,1,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405.0,2012,November,Friday,Fall,Clear,Yes,No,Evening Peak,Friday
16631,2012-11-30,4,1,11,17,0,5,1,1,0.36,0.3485,0.5,0.194,31,499,582.0,2012,November,Friday,Fall,Clear,Yes,No,Evening Peak,Friday
16632,2012-11-30,4,1,11,18,0,5,1,2,0.34,0.3636,0.61,0.0,20,489,509.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Evening Peak,Friday
16633,2012-11-30,4,1,11,19,0,5,1,1,0.32,0.3485,0.66,0.0,18,359,377.0,2012,November,Friday,Fall,Clear,Yes,No,Evening Peak,Friday
16634,2012-11-30,4,1,11,20,0,5,1,1,0.32,0.3485,0.66,0.0,12,233,245.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16635,2012-11-30,4,1,11,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16636,2012-11-30,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163.0,2012,November,Friday,Fall,Clear,Yes,No,Night Time,Friday
16637,2012-11-30,4,1,11,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110.0,2012,November,Friday,Fall,Cloudy/Mist,Yes,No,Night Time,Friday
16638,2012-12-01,4,1,12,0,0,6,0,1,0.26,0.303,0.81,0.0,9,99,108.0,2012,December,Saturday,Fall,Clear,No,No,Night Time,Saturday
16639,2012-12-01,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0.0,5,64,69.0,2012,December,Saturday,Fall,Clear,No,No,Night Time,Saturday
16640,2012-12-01,4,1,12,2,0,6,0,2,0.26,0.303,0.81,0.0,3,47,50.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Night Time,Saturday
16641,2012-12-01,4,1,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Night Time,Saturday
16642,2012-12-01,4,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5.0,2012,December,Saturday,Fall,Clear,No,No,Night Time,Saturday
16643,2012-12-01,4,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13.0,2012,December,Saturday,Fall,Clear,No,No,Night Time,Saturday
16644,2012-12-01,4,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27.0,2012,December,Saturday,Fall,Clear,No,No,Morning Peak,Saturday
16645,2012-12-01,4,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Morning Peak,Saturday
16646,2012-12-01,4,1,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Morning Peak,Saturday
16647,2012-12-01,4,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Morning Peak,Saturday
16648,2012-12-01,4,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16649,2012-12-01,4,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16650,2012-12-01,4,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,114,327,446.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16651,2012-12-01,4,1,12,13,0,6,0,2,0.34,0.3636,0.76,0.0,114,386,509.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16652,2012-12-01,4,1,12,14,0,6,0,2,0.36,0.3788,0.71,0.0,110,369,479.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16653,2012-12-01,4,1,12,15,0,6,0,2,0.4,0.4091,0.62,0.0,113,371,484.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Day Time,Saturday
16654,2012-12-01,4,1,12,16,0,6,0,2,0.38,0.3939,0.66,0.0,89,354,443.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Evening Peak,Saturday
16655,2012-12-01,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Evening Peak,Saturday
16656,2012-12-01,4,1,12,18,0,6,0,2,0.34,0.3636,0.76,0.0,42,255,297.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Evening Peak,Saturday
16657,2012-12-01,4,1,12,19,0,6,0,2,0.32,0.3485,0.81,0.0,30,219,249.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Evening Peak,Saturday
16658,2012-12-01,4,1,12,20,0,6,0,1,0.32,0.3485,0.81,0.0,28,170,198.0,2012,December,Saturday,Fall,Clear,No,No,Night Time,Saturday
16659,2012-12-01,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Night Time,Saturday
16660,2012-12-01,4,1,12,22,0,6,0,2,0.3,0.3333,0.87,0.0,17,130,147.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Night Time,Saturday
16661,2012-12-01,4,1,12,23,0,6,0,2,0.32,0.3485,0.81,0.0,10,116,126.0,2012,December,Saturday,Fall,Cloudy/Mist,No,No,Night Time,Saturday
16662,2012-12-02,4,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16663,2012-12-02,4,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16664,2012-12-02,4,1,12,2,0,0,0,2,0.3,0.3333,0.87,0.0,2,72,74.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16665,2012-12-02,4,1,12,3,0,0,0,2,0.26,0.303,0.93,0.0,4,21,25.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16666,2012-12-02,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,1,6,7.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16667,2012-12-02,4,1,12,5,0,0,0,2,0.26,0.303,0.93,0.0,1,7,8.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16668,2012-12-02,4,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Morning Peak,Sunday
16669,2012-12-02,4,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Morning Peak,Sunday
16670,2012-12-02,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Morning Peak,Sunday
16671,2012-12-02,4,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Morning Peak,Sunday
16672,2012-12-02,4,1,12,10,0,0,0,2,0.3,0.3333,0.87,0.0,63,230,293.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
16673,2012-12-02,4,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
16674,2012-12-02,4,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Day Time,Sunday
16675,2012-12-02,4,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431.0,2012,December,Sunday,Fall,Clear,No,No,Day Time,Sunday
16676,2012-12-02,4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,114,331,473.0,2012,December,Sunday,Fall,Clear,No,No,Day Time,Sunday
16677,2012-12-02,4,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417.0,2012,December,Sunday,Fall,Clear,No,No,Day Time,Sunday
16678,2012-12-02,4,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Evening Peak,Sunday
16679,2012-12-02,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303.0,2012,December,Sunday,Fall,Light Rain/Snow,No,No,Evening Peak,Sunday
16680,2012-12-02,4,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Evening Peak,Sunday
16681,2012-12-02,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Evening Peak,Sunday
16682,2012-12-02,4,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16683,2012-12-02,4,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16684,2012-12-02,4,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16685,2012-12-02,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51.0,2012,December,Sunday,Fall,Cloudy/Mist,No,No,Night Time,Sunday
16686,2012-12-03,4,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21.0,2012,December,Monday,Fall,Cloudy/Mist,Yes,No,Night Time,Monday
16687,2012-12-03,4,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16688,2012-12-03,4,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16689,2012-12-03,4,1,12,3,0,1,1,1,0.38,0.3939,0.87,0.0,2,6,8.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16690,2012-12-03,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0.0,1,4,5.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16691,2012-12-03,4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16692,2012-12-03,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0.0,2,136,138.0,2012,December,Monday,Fall,Clear,Yes,No,Morning Peak,Monday
16693,2012-12-03,4,1,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,9,387,396.0,2012,December,Monday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Monday
16694,2012-12-03,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0.0,19,499,642.5,2012,December,Monday,Fall,Clear,Yes,No,Morning Peak,Monday
16695,2012-12-03,4,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308.0,2012,December,Monday,Fall,Clear,Yes,No,Morning Peak,Monday
16696,2012-12-03,4,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16697,2012-12-03,4,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16698,2012-12-03,4,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16699,2012-12-03,4,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16700,2012-12-03,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0.0,51,209,260.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16701,2012-12-03,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0.0,58,210,268.0,2012,December,Monday,Fall,Clear,Yes,No,Day Time,Monday
16702,2012-12-03,4,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442.0,2012,December,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
16703,2012-12-03,4,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,499,642.5,2012,December,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
16704,2012-12-03,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,499,642.5,2012,December,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
16705,2012-12-03,4,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471.0,2012,December,Monday,Fall,Clear,Yes,No,Evening Peak,Monday
16706,2012-12-03,4,1,12,20,0,1,1,2,0.46,0.4545,0.77,0.0,16,284,300.0,2012,December,Monday,Fall,Cloudy/Mist,Yes,No,Night Time,Monday
16707,2012-12-03,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16708,2012-12-03,4,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16709,2012-12-03,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102.0,2012,December,Monday,Fall,Clear,Yes,No,Night Time,Monday
16710,2012-12-04,4,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55.0,2012,December,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
16711,2012-12-04,4,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25.0,2012,December,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
16712,2012-12-04,4,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8.0,2012,December,Tuesday,Fall,Clear,Yes,No,Night Time,Tuesday
16713,2012-12-04,4,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
16714,2012-12-04,4,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
16715,2012-12-04,4,1,12,5,0,2,1,2,0.44,0.4394,0.88,0.0,1,45,46.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Night Time,Tuesday
16716,2012-12-04,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0.0,3,150,153.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
16717,2012-12-04,4,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502.0,2012,December,Tuesday,Fall,Clear,Yes,No,Morning Peak,Tuesday
16718,2012-12-04,4,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,499,642.5,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
16719,2012-12-04,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336.0,2012,December,Tuesday,Fall,Clear,Yes,No,Morning Peak,Tuesday
16720,2012-12-04,4,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156.0,2012,December,Tuesday,Fall,Clear,Yes,No,Day Time,Tuesday
16721,2012-12-04,4,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207.0,2012,December,Tuesday,Fall,Clear,Yes,No,Day Time,Tuesday
16722,2012-12-04,4,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312.0,2012,December,Tuesday,Fall,Clear,Yes,No,Day Time,Tuesday
16723,2012-12-04,4,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
16724,2012-12-04,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
16725,2012-12-04,4,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300.0,2012,December,Tuesday,Fall,Cloudy/Mist,Yes,No,Day Time,Tuesday
16726,2012-12-04,4,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435.0,2012,December,Tuesday,Fall,Clear,Yes,No,Evening Peak,Tuesday
16727,2012-12-04,4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,499,642.5,2012,December,Tuesday,Fall,Clear,Yes,No,Evening Peak,Tuesday
16728,2012-12-04,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,499,642.5,2012,December,Tuesday,Fall,Clear,Yes,No,Evening Peak,Tuesday
